Субъект;Последний год;Источник поступления данных в ЦЗЛ;Год первого поступления данных;Организация, проводившая обследования;Реестр ЛЗМ;Источник информации: 1-ИИ, 2-ИИ…5-ИИ;Приоритет проведения ЛЗМ;Способ проведения  государственного лесопатологического мониторинга:                                             1-ГЛПМ... 7-ГЛПМ;Оптимальные сроки проведения ЛЗМ;№ акта ЛПО;Внесение изменений;месяц для вновь выявленных или переоформленных;Дата внесения в реестр; Примечание к выделу (местоположение) ;Дата последнего изменеия в реестре;Год проведения лесоустройства;Дата обследования;широта;долгота;Лесничество;Участковое лесничество;Участок, урочище и т.п.;Квартал;Выдел;№ лесопатологического выдела;Площадь выдела, га;Целевое назначение лесов (код);Целевое назначение лесов по таксационным описаниям;Категория защитности;ОЗУ;ООПТ;Группа категория защитности;Состав;группа возраста;Возраст;Бонитет;Полнота;Запас на 1га, кбм;Транспортная доступность;Лесопользователь;Вид аренды ;Дата заключения договора;Срок аренды;год обследования;площадь обследования,га;№ разрешительного письма;площадь по ДЗЗ и ЛС,га;Вид СОМ 2015-2019;площадь СОМ 2015-2019, га;"Категория по форме ""Рослесхоз""";Главная порода;Повреждаемая порода;Код группы причин;Причина ослабления или гибели древостоя (1-ОЛПМ);Код повреждения по 1-ОЛПМ;Код второстепенной причины повреждения по 1-ОЛПМ;Год повреждения;Код защитности для приложения 2, 3;Прогноз;Повреждаемая порода по очагам 2-ОЛПМ;Код группы причины по 2-ОЛПМ;Виды вредителей и болезней (2-ОЛПМ);Код повреждения по 2-ОЛПМ;Фаза развития очага;Номер очага;общий отпад;степень усыхания;в т.ч. текущий;поврежденные (заселенные);Степень повреждения (заселения);Код признака, главный;% деревьев с наличием признака;Код признака второстепенный;% деревьев с наличием признака;Полнота, остающаяся после выборки деревьев, подлежащих рубке;Обеспечение лесовосстановления;Средневзвешенная категория состояния породы;Средневзвешенная категория состояния насаждения;Вид рекомендации;% деревьев от запаса подлежащий рубке;Погибшие;площадь рекомендации, га;запас рекомендованных,  куб. м;год гибели;Назначенные мероприятия текущего и прошедшего года;Площадь МЗЛ,га;запас МЗЛ, куб. м;Количество выбираемых деревьев (для РАД), шт.;Без признаков ослабления;Без признаков ослабления (Р);Ослабленные;Ослабленные (Р);Сильно ослабленные;Сильно ослабленные (Р);Усыхание;Усыхание (Р);Свежий сухостой;Свежий ветровал;Свежий бурелом;Старый сухостой;Старый ветровал;Старый бурелом;Площадь участка на конец декабря 2020 года;площадь, га (январь);запас, кмб. (январь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец января 2021 года;площадь, га (февраль);запас, кмб. (февраль);Площадь выдела с наличием ослабления (усыхания) древостоя на конец февраля 2021 года;площадь, га (март);запас, кмб. (март);Площадь выдела с наличием ослабления (усыхания) древостоя на конец марта 2021 года;площадь, га (апрель);запас, кмб. (апрель);Площадь выдела с наличием ослабления (усыхания) древостоя на конец апреля 2021 года;площадь, га (май);запас, кмб. (май);Площадь выдела с наличием ослабления (усыхания) древостоя на конец мая 2021 года;площадь, га (июнь);запас, кмб. (июнь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец июня 2021 года;площадь,га (июль);запас, кмб. (июль);Площадь выдела с наличием ослабления (усыхания) древостоя на конец июля 2021 года;площадь,га (август);запас, кмб. (август);Площадь выдела с наличием ослабления (усыхания) древостоя на конец августа 2021 года;площадь,га (сентябрь);запас, кмб. (сентябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец сентября 2021 года;площадь,га (октябрь);запас, кмб. (октябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец октября 2021 года;площадь, га (ноябрь);запас, кмб. (ноябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец ноября 2021 года;площадь, га (декабрь);запас, кмб. (декабрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец декабря 2021 года;Вид МЗЛ c начала года;Площадь нарастающим итогом, га;Запас МЗЛ с начала года;Способ ЛПО;Ф.И.О. исполнителя работ;занесено Ф.И.О.;Источники данных (для реестра приложение 1.1);Примечание;Способ актуализации
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;36;1;1;62;2;эксп;;;;;10П+К+Б;4;150;3;0,5;200;;Нет;;;;2020;9,3;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;9,3;;;;;;;;;;;;;;;;;;;;;9,3;;;9,3;;;9,3;9,3;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;9,3;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;37;1;1;23;2;эксп;;;;;9П1К+С;4;150;3;0,5;200;;Нет;;;;2020;8,1;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;8,1;;;;;;;;;;;;;;;;;;;;;8,1;;;8,1;;;8,1;8,1;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;8,1;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;37;2;1;39;2;эксп;;;;;8П2С+К;4;150;4;0,4;160;;Нет;;;;2020;9,9;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,4;;;;371;11;;9,9;;;;;;;;;;;;;;;;;;;;;9,9;;;9,9;;;9,9;9,9;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;9,9;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;37;6;1;16;2;эксп;;;;;10П+С;4;140;4;0,3;100;;Нет;;;;2020;1,6;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,3;;;;371;11;;1,6;;;;;;;;;;;;;;;;;;;;;1,6;;;1,6;;;1,6;1,6;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;1,6;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2019;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.11.2019;;;1992;11.08.2019;53.500227;89.509966;Балыксинское;Верхне-Томское;;39;3;;47;1;защ;149;;;3;10П+К;4;140;4;0,6;190;;нет;;;;2019;47;;;;;Повреждение насекомыми;Пс;Пс;2;Полиграф уссурийский;531;341;2018;5;ухудшение;;;;;;;15;10,1-40%;10;;;;;;;0,5;;2,40;2,40;371;15;;47;;;;;;;20;;45;;20;;5;;5;0;;5;;;47;;;47;;;47;;;47;;;47;;;;;;;;;;;;;;;;;;;;;;;;47;;0;0;1;Усольцев К.О.;Линдт Е.А.;11;;
Республика Хакасия;2019;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.11.2019;;;1992;11.08.2019;53.491726;89.495953;Балыксинское;Верхне-Томское;;39;5;;40;1;защ;149;;;3;5П5Б;1;30;4;0,6;40;;нет;;;;2019;40;;;;;Повреждение насекомыми;Пс;Пс;2;Полиграф уссурийский;531;341;2018;5;ухудшение;;;;;;;5;4,1-10%;2,5;;;;;;;0,6;;1,65;1,33;371;5;;40;;;;;;;85;;7,5;;2,5;;0;;2,5;0;;2,5;;;40;;;40;;;40;;;40;;;40;;;;;;;;;;;;;;;;;;;;;;;;40;;0;0;1;Усольцев К.О.;Линдт Е.А.;11;;
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;50;11;;37;1;защ;148;;;3;8П2К+Е;4;140;3;0,5;230;;Нет;;;;2015;37;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;5;без изменений;;;;;;;14;10,1-40%;4;;;;;;;0,4;;1,77;1,77;370;14;;37;;;;;;;65;;21;;0;;0;;4;0;;10;0;;37;;;37;;;37;;;37;;;37;;;;;;;;;;;;;;;;;;;;;;;;37;;0;0;1;;;11;;
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;56;1;1;97;2;эксп;;;;;9П1К+С;4;150;3;0,5;200;;Нет;;;;2020;32,7;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;32,7;;;;;;;;;;;;;;;;;;;;;32,7;;;32,7;;;32,7;32,7;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;32,7;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;56;2;1;82;2;эксп;;;;;7П2К1Б+С;4;150;3;0,5;200;;Нет;;;;2020;10,1;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;10,1;;;;;;;;;;;;;;;;;;;;;10,1;;;10,1;;;10,1;10,1;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;10,1;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;56;3;1;32;2;эксп;;;;;6П1К3Б;4;170;3;0,4;160;;Нет;;;;2020;9,4;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,4;;;;371;11;;9,4;;;;;;;;;;;;;;;;;;;;;9,4;;;9,4;;;9,4;9,4;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;9,4;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;56;4;1;95;2;эксп;;;;;6П1К3Б;4;150;3;0,3;120;;Нет;;;;2020;0,8;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,3;;;;371;11;;0,8;;;;;;;;;;;;;;;;;;;;;0,8;;;0,8;;;0,8;0,8;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;0,8;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2021;ДН;2020;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;переобследование;апрель;29.05.2020;;;1992;20.07.2020;;;Балыксинское;Верхне-Томское;;56;6;1;44;2;эксп;;;;;7Б2П1К;3;50;4;0,4;80;;Нет;;;;2020;1,6;;1,6;;;Ураганные ветра 2019 года;Бб;Бб;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;0;;;;;;;0,4;;;;371;11;;1,6;;;;;;;;;;;;;;;;;;;;;1,6;;;1,6;;;1,6;;;1,6;;;1,6;;;;;;;;;;;;;;;;;;;;;;;;1,6;;0;0;1а;;Линдт Е.А.;20;ДН 2021 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;;;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;56;8;1;43;2;эксп;;;;;7П1С1К1Б;4;150;4;0,5;200;;Нет;;;;2020;0,2;;0,2;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;0,2;;;;;;;;;;;;;;;;;;;;;0,2;;;0,2;;;0,2;;;0,2;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;0,2;;0;0;1а;;Линдт Е.А.;20;ДН 2020 года;
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование;апрель;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;63;5;;28;1;защ;149;;;3;5П2С3Ос;4;130;3;0,5;220;;Нет;;;;2015;28;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;5;без изменений;;;;;;;12,5;10,1-40%;2,5;;;;;;;0,4;;1,75;1,75;370;12,5;;28;;;;;;;66;;18,5;;3;;0;;2,5;0;;10;0;;28;;;28;;;28;;;28;28;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;28;0;1;;Линдт Е.А.;11;;ДН
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование;апрель;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;66;1;;113;1;защ;149;;;3;7П1К2Б;4;140;3;0,6;230;;Нет;;;;2015;113;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;5;ухудшение;;;;;;;9;4,1-10%;0;;;;;;;0,6;;1,67;1,67;370;9;;113;;;;;;;64,5;;22;;4,5;;0;;0;0;;9;0;;113;;;113;;;113;;;113;113;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;113;0;1;;Линдт Е.А.;11;;ДН
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование;апрель;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;66;4;;38;1;защ;149;;;3;7П1К2Б;4;130;3;0,6;260;;Нет;;;;2015;38;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;5;без изменений;;;;;;;14,5;10,1-40%;5,5;;;;;;;0,5;;1,82;1,82;370;14,5;;38;;;;;;;65;;17;;3,5;;0;;5,5;0;;9;0;;38;;;38;;;38;;;38;38;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;38;0;1;;Линдт Е.А.;11;;ДН
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;66;10;;26;1;защ;149;;;3;8П2К;4;140;3;0,4;180;;Нет;;;;2015;26;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;5;без изменений;;;;;;;14;10,1-40%;0;;;;;;;0,3;;1,81;1,81;370;14;;26;;;;;;;65;;17;;4;;0;;0;0;;14;0;;26;;;26;;;26;;;26;;;26;;;;;;;;;;;;;;;;;;;;;;;;26;;0;0;1;;;11;;
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;66;26;;14;1;защ;149;;;3;10П+К;4;120;3;0,6;260;;Нет;;;;2015;14;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;5;ухудшение;;;;;;;15;10,1-40%;5;;;;;;;0,5;;1,80;1,80;370;15;;14;;;;;;;65;;20;;0;;0;;5;0;;5;5;;14;;;14;;;14;;;14;;;14;;;;;;;;;;;;;;;;;;;;;;;;14;;0;0;1;;;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1992;20.08.2018;53.42435;89.3609;Балыксинское;Верхне-Томское;;67;6;;95;1;защ;149;;;3;10П+К;4;140;3;0,6;250;;Нет;;;;2018;95;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;241;2018;5;ухудшение;;;;;;;25;10,1-40%;15;10;;612;10;806;10;0,5;;2,85;2,85;370;25;;95;;;;;;;15;;25;;35;;10;;5;;;10;;;95;;;95;;;95;;;95;;;95;;;;;;;;;;;;;;;;;;;;;;;;95;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1992;20.08.2018;53.425063;89.369558;Балыксинское;Верхне-Томское;;68;1;;48;1;защ;149;;;3;9П1К;4;140;4;0,6;240;;Нет;;;;2018;48;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;241;2018;5;ухудшение;;;;;;;18,5;10,1-40%;9;9;;612;10;806;10;0,5;;2,65;2,58;370;18,5;;48;;;;;;;23;;29;;29,5;;4,5;;4,5;;;9,5;;;48;;;48;;;48;;;48;;;48;;;;;;;;;;;;;;;;;;;;;;;;48;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1992;20.08.2018;53.427823;89.378678;Балыксинское;Верхне-Томское;;68;3;;35;1;защ;149;;;3;9П1К;4;140;3;0,6;250;;Нет;;;;2018;35;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;241;2018;5;без изменений;;;;;;;14;10,1-40%;4,5;9;;612;10;606;20;0,5;;2,50;2,44;370;14;;35;;;;;;;18;;44;;24;;4,5;;0;;;9,5;;;35;;;35;;;35;;;35;;;35;;;;;;;;;;;;;;;;;;;;;;;;35;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;73;6;;33;1;защ;148;;;3;6П2Е2К;4;170;3;0,6;250;;Нет;;;;2015;33;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;5;ухудшение;;;;;;;8;4,1-10%;0;;;;;;;0,6;;1,63;1,63;370;8;;33;;;;;;;64;;25;;3;;0;;0;0;;8;0;;33;;;33;;;33;;;33;;;33;;;;;;;;;;;;;;;;;;;;;;;;33;;0;0;1;;;11;;
Республика Хакасия;2019;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.11.2019;;;1992;11.08.2019;53.409846;89.511229;Балыксинское;Верхне-Томское;;73;25;;50;1;защ;148;;;3;5П2К3Б;3;120;3;0,6;250;;нет;;;;2019;50;;;;;Повреждение насекомыми;Пс;Пс;2;Полиграф уссурийский;531;341;2018;5;ухудшение;;;;;;;16,5;10,1-40%;10;;;;;;;0,5;;2,70;2,09;371;16,5;;50;;;;;;;46;;27,5;;10;;5;;5;0;;6,5;;;50;;;50;;;50;;;50;;;50;;;;;;;;;;;;;;;;;;;;;;;;50;;0;0;1;Усольцев К.О.;Линдт Е.А.;11;;
Республика Хакасия;2019;ЛПТ;2015;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.11.2019;;;1992;11.08.2019;53.416;89.533846;Балыксинское;Верхне-Томское;;74;17;;27;1;защ;148;;;3;8П2Б;4;130;3;0,4;140;;Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2019;27;;;;;Повреждение насекомыми;Пс;Пс;2;Полиграф уссурийский;531;341;2018;5;ухудшение;;;;;;;9;4,1-10%;4;;;;;;;0,4;;1,90;1,82;371;9;;27;;;;;;;53;;30;;8;;0;;4;0;;5;;;27;;;27;;;27;;;27;;;27;;;;;;;;;;;;;;;;;;;;;;;;27;;0;0;1;Усольцев К.О.;Линдт Е.А.;11;;
Республика Хакасия;2019;ЛПТ;2015;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.11.2019;;;1992;11.08.2019;53.420106;89.527154;Балыксинское;Верхне-Томское;;74;18;;20;2;эксп;;;;;8П2Б;4;130;3;0,4;140;;Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2019;20;;;;;Повреждение насекомыми;Пс;Пс;2;Полиграф уссурийский;531;341;2018;;ухудшение;;;;;;;13;10,1-40%;8;;;;;;;0,4;;1,95;1,86;371;13;;20;;;;;;;49;;38;;0;;4;;4;0;;5;;;20;;;20;;;20;;;20;;;20;;;;;;;;;;;;;;;;;;;;;;;;20;;0;0;1;Усольцев К.О.;Линдт Е.А.;11;;
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;74;20;;34;2;эксп;;;;;7П3Б;4;130;3;0,5;180;;Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2015;34;;;;;Болезни леса;Пс;Пс;4;Рак пихты ржавчинный;374;;2015;;улучшение;;;;;;;6,5;4,1-10%;0;;;;;;;0,5;;1,58;1,58;370;6,5;;34;;;;;;;68,5;;18;;7;;0;;0;0;;6,5;0;;34;;;34;;;34;;;34;;;34;;;;;;;;;;;;;;;;;;;;;;;;34;;0;0;1;;;11;;
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;74;32;;48;2;эксп;;;;;5П4Ос1Б;2;80;3;0,7;200;;Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2015;48;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2015;;ухудшение;;;;;;;9,5;4,1-10%;0;;;;;;;0,6;;1,63;1,63;370;9,5;;48;;;;;;;66;;24;;0,5;;0;;0;0;;9,5;0;;48;;;48;;;48;;;48;;;48;;;;;;;;;;;;;;;;;;;;;;;;48;;0;0;1;;;11;;
Республика Хакасия;2019;ЛПТ;2015;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада мая - 1 декада октября;;;;05.12.2016;;;1992;10.08.2019;53.36627;89.538358;Балыксинское;Верхне-Томское;;82;26;;17;1;защ;148;;;3;5П1К4Б+Ос;4;140;3;0,6;230;;Нет;;;;2019;17;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;;2014;5;ухудшение;;;;;;;12;10,1-40%;7;;;;;;;0,5;;2,00;1,87;371;12;;17;;;;;;;49,5;;34;;4,5;;4,5;;2,5;0;0;5;0;0;17;;;17;;;17;;;17;;;17;;;;;;;;;;;;;;;;;;;;;;;;17;;0;0;1;Усольцев К.О.;Линдт Е.А.;11;;
Республика Хакасия;2015;ЛПТ;;ЦЗЛ;;4-ИИ;2;4-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование;апрель;05.12.2016;;;1992;2015;;;Балыксинское;Верхне-Томское;;82;31;;44;1;защ;148;;;3;5П1К4Б+Ос;4;140;3;0,6;250;;Нет;;;;2015;44;;;;;Болезни леса;Пс;Пс;4;Рак пихты ржавчинный;374;;2015;5;Действующий;Пс;40;Ржавчинный рак, ведьмины метлы на пихте;74;Действующий;85.40.15.0016;12;10,1-40%;2,5;12,5;слабая;;;;;0,5;;1,85;1,85;370;12;;44;;;;;;;56;;24,5;;7,5;;2,5;;0;0;;9,5;0;;44;;;44;;;44;;;44;44;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;44;0;1;;Линдт Е.А.;11;очаг Ржавчинный рак, ведьмины метлы на пихте;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;83;3;1;54;2;эксп;;;;;8П2К;4;150;3;0,6;250;;Нет;;;;2020;7,6;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;7,6;;;;;;;;;;;;;;;;;;;;;7,6;;;7,6;;;7,6;7,6;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;7,6;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;списание, переобследование ИФЛ;март;29.05.2020;;;1992;20.02.2020;;;Балыксинское;Верхне-Томское;;83;4;1;254;2;эксп;;;;;8П2К;4;150;3;0,6;250;;Нет;;;;2020;16,3;;;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;16,3;;;;;;;;;;;;;;;;;;;;;16,3;;;16,3;;;16,3;16,3;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;списание;16,3;0;1а;;Линдт Е.А.;20;ДН 2020 года;ДН
